STRUCTURE,STRUCTURE_ID,freq,reporter,product,indicators,TIME_PERIOD,OBS_VALUE
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2003,822000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2004,1104500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2006,890800
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2007,967300
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2008,843500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2009,1708600
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2010,3618500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2011,3664200
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2012,2296100
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2013,2350700
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2014,2307000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2015,2176500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2016,2634600
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2017,2423800
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2018,2016386
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2019,1830570
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2020,2061608
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2021,2639076
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2022,2477142
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2023,2249650
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPQNT,2024,2064122
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2003,459238370
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2004,463330010
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2006,285063550
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2007,271513980
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2008,213069710
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2009,673874880
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2010,1107707080
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2011,1078875760
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2012,760948130
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2013,718581500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2014,744394730
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2015,845129080
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2016,843021430
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2017,1016165300
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2018,1158709000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2019,1151983673
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2020,1240181408
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2021,1351175294
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2022,1654342934
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2023,1523596449
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,EXPVAL,2024,1610929612
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2003,2086600
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2004,2604400
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2006,3820800
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2007,4012400
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2008,4640200
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2009,4517500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2010,6060800
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2011,4400700
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2012,2885600
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2013,2325800
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2014,2993600
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2015,2817500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2016,3774900
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2017,3532300
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2018,3016544
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2019,3054454
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2020,2691917
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2021,3652190
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2022,4245953
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2023,4361692
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPQNT,2024,4024052
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2003,617921990
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2004,666241690
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2006,1020249260
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2007,1314044700
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2008,1547932210
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2009,1186361260
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2010,1267226400
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2011,1013515890
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2012,714484320
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2013,580856520
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2014,658230570
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2015,794204710
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2016,906333430
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2017,989379280
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2018,1056305129
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2019,1152137631
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2020,1111420331
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2021,1257623476
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2022,1640934875
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2023,1901669161
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,IMPVAL,2024,1827783598
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODQNT,2021,1714798
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODQNT,2022,1906425
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODQNT,2023,10413323
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODQNT,2024,9605903
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODVAL,2021,945620630
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODVAL,2022,1180317302
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODVAL,2023,2392637314
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNPRODVAL,2024,1442372183
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNQNTFLAG,2022,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,OWNVALFLAG,2022,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2006,300000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2007,300000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2008,3000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2009,800000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2010,4000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2011,4000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2012,4000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2013,4000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2014,4000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2015,5000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2016,3000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2017,4000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2018,6000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2019,7000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2021,700000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTBASE,2022,600000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2003,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2004,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2005,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2006,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2007,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2008,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2009,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2010,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2011,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2012,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2013,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2014,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2015,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2016,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2017,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2018,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2019,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PQNTFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2003,4384059
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2004,3117549
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2005,2958697
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2006,3233104
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2007,3655531
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2008,4713790
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2009,3995414
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2010,8000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2011,5336049
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2012,4364351
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2013,3783542
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2014,2814845
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2015,2903489
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2016,3027343
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2017,2560516
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2018,2345679
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2019,1496347
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2020,1972973
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2021,1400000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2022,2400000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2023,10519580
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODQNT,2024,9697947
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2003,870512397
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2004,943086262
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2005,1150402169
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2006,1445036832
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2007,1737175849
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2008,2000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2009,1321885878
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2010,1702362328
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2011,1703111262
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2012,1055340988
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2013,782245277
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2014,701723669
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2015,760910852
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2016,704104985
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2017,816868217
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2018,989065593
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2019,890254347
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2020,946952465
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2021,900000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2022,1400000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2023,2565429133
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PRODVAL,2024,1588087758
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2004,4000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2008,2000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2010,7000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2012,8000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2013,8000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2014,9000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2015,9000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2016,30000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2017,30000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2018,20000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2019,20000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2021,300000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALBASE,2022,200000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2003,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2004,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2008,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2010,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2012,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2013,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2014,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2015,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2016,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2017,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2018,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2019,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,PVALFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2003,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2004,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2005,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2006,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2007,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2008,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2009,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2010,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2011,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2012,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2013,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2014,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2015,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2016,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2017,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2018,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2019,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2020,KG
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2021,kg
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2022,kg
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2023,kg
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,QNTUNIT,2024,kg
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODQNT,2021,150000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODQNT,2022,90000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODQNT,2023,106257
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODQNT,2024,92043
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODVAL,2021,60000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODVAL,2022,90000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODVAL,2023,172791819
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCPRODVAL,2024,145715575
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCQNTBASE,2021,50000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCQNTBASE,2022,30000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCQNTFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCQNTFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCVALBASE,2021,30000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCVALBASE,2022,30000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCVALFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,20595300,SCVALFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPQNT,2019,3734
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPQNT,2020,3105
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPQNT,2021,8595
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPQNT,2022,29359
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPQNT,2023,11302
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPQNT,2024,7354
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPVAL,2019,1137077
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPVAL,2020,627858
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPVAL,2021,2430253
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPVAL,2022,12204170
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPVAL,2023,4806550
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,EXPVAL,2024,3437486
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPQNT,2019,25856
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPQNT,2020,39982
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPQNT,2021,49998
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPQNT,2022,50808
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPQNT,2023,21869
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPQNT,2024,26570
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPVAL,2019,4499351
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPVAL,2020,6946106
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPVAL,2021,8793701
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPVAL,2022,15503214
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPVAL,2023,7266504
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,IMPVAL,2024,9575298
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNPRODQNT,2023,16050
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNPRODQNT,2024,12190
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNPRODVAL,2023,875000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNPRODVAL,2024,782000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNQNTFLAG,2021,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNQNTFLAG,2022,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNQNTFLAG,2023,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNQNTFLAG,2024,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNVALFLAG,2021,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNVALFLAG,2022,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNVALFLAG,2023,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,OWNVALFLAG,2024,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PQNTFLAG,2019,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PQNTFLAG,2020,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PQNTFLAG,2021,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PQNTFLAG,2022,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PQNTFLAG,2023,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PQNTFLAG,2024,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PRODQNT,2023,16050
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PRODQNT,2024,12190
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PRODVAL,2023,875000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PRODVAL,2024,782000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PVALFLAG,2019,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PVALFLAG,2020,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PVALFLAG,2021,:U
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,24453073,PVALFLAG,2022,:U
